user_id,product_id,rating,timestamp
U5,P97,1,26-10-2023 19:08
U22,P101,3,26-10-2023 13:52
U34,P39,4,13-10-2023 11:52
U19,P185,5,29-10-2023 11:32
U8,P147,3,02-10-2023 18:06
U47,P105,1,01-10-2023 14:59
U4,P156,4,22-10-2023 12:47
U42,P29,5,22-10-2023 21:50
U5,P175,5,16-10-2023 11:20
U5,P165,4,27-10-2023 22:23
U37,P188,1,30-10-2023 16:33
U41,P136,2,27-10-2023 16:14
U28,P27,2,12-10-2023 21:26
U30,P145,5,25-10-2023 11:14
U29,P92,3,21-10-2023 17:09
U17,P143,4,23-10-2023 22:12
U7,P105,3,01-10-2023 22:32
U18,P1,2,04-10-2023 17:09
U34,P187,1,03-10-2023 21:19
U38,P138,1,25-10-2023 16:19
U44,P119,3,07-10-2023 18:40
U37,P18,4,31-10-2023 23:12
U49,P94,2,01-10-2023 10:18
U31,P10,1,07-10-2023 12:52
U18,P105,4,22-10-2023 11:04
U29,P132,2,15-10-2023 11:27
U11,P63,5,22-10-2023 16:00
U33,P116,2,20-10-2023 14:21
U12,P63,3,12-10-2023 13:19
U6,P179,3,20-10-2023 19:58
U43,P65,1,21-10-2023 19:37
U19,P39,5,22-10-2023 17:02
U39,P56,5,11-10-2023 15:01
U29,P64,4,23-10-2023 17:55
U41,P89,2,13-10-2023 22:34
U43,P24,4,04-10-2023 16:44
U49,P30,1,20-10-2023 15:43
U41,P55,1,01-10-2023 16:02
U31,P4,3,25-10-2023 11:30
U33,P125,2,18-10-2023 11:05
U2,P103,4,24-10-2023 23:45
U47,P42,5,30-10-2023 11:29
U42,P71,3,24-10-2023 15:15
U14,P64,4,16-10-2023 10:20
U10,P29,2,18-10-2023 22:45
U36,P141,5,15-10-2023 13:39
U16,P57,1,04-10-2023 10:43
U17,P49,5,19-10-2023 23:43
U1,P15,2,01-10-2023 18:28
U44,P123,4,17-10-2023 12:29
U29,P68,1,23-10-2023 19:24
U21,P89,2,30-10-2023 18:41
U8,P27,3,02-10-2023 14:37
U32,P95,3,23-10-2023 18:31
U2,P136,4,29-10-2023 17:18
U38,P22,1,06-10-2023 10:18
U11,P11,4,11-10-2023 16:07
U21,P86,2,05-10-2023 23:04
U18,P36,4,16-10-2023 17:15
U19,P120,2,13-10-2023 22:47
U37,P119,1,21-10-2023 12:49
U39,P168,4,02-10-2023 14:11
U29,P140,3,11-10-2023 23:43
U5,P124,1,28-10-2023 17:14
U3,P63,4,15-10-2023 22:44
U8,P164,4,04-10-2023 11:10
U31,P143,2,05-10-2023 21:38
U34,P135,5,01-10-2023 17:31
U14,P107,5,26-10-2023 21:27
U34,P195,4,23-10-2023 18:57
U25,P152,4,12-10-2023 20:34
U23,P94,2,14-10-2023 17:02
U14,P27,1,14-10-2023 18:44
U38,P163,3,03-10-2023 11:05
U6,P184,1,29-10-2023 20:22
U22,P94,5,13-10-2023 18:58
U15,P92,1,30-10-2023 12:07
U34,P137,5,06-10-2023 11:36
U25,P143,3,22-10-2023 13:28
U34,P94,3,18-10-2023 15:35
U3,P47,1,16-10-2023 11:50
U20,P45,3,06-10-2023 19:26
U30,P173,5,18-10-2023 10:14
U1,P124,1,05-10-2023 14:08
U16,P183,3,23-10-2023 16:00
U11,P79,5,02-10-2023 18:50
U7,P140,1,04-10-2023 18:42
U13,P134,2,19-10-2023 18:00
U17,P158,5,29-10-2023 22:08
U1,P177,3,30-10-2023 13:55
U38,P91,3,26-10-2023 13:12
U9,P7,1,16-10-2023 17:30
U20,P96,2,04-10-2023 12:24
U36,P71,2,21-10-2023 20:34
U26,P93,5,26-10-2023 11:09
U42,P35,5,05-10-2023 23:32
U41,P154,3,28-10-2023 22:04
U4,P121,1,17-10-2023 11:36
U44,P26,5,08-10-2023 20:48
U3,P21,1,27-10-2023 20:23
U1,P164,5,27-10-2023 14:26
U47,P160,3,25-10-2023 16:02
U44,P66,5,11-10-2023 22:25
U29,P130,4,07-10-2023 20:46
U29,P159,4,12-10-2023 16:28
U36,P107,3,27-10-2023 23:14
U21,P81,3,30-10-2023 12:30
U6,P83,2,31-10-2023 22:32
U2,P125,3,14-10-2023 20:55
U17,P110,3,21-10-2023 12:15
U41,P195,4,17-10-2023 14:31
U31,P77,1,03-10-2023 16:38
U42,P69,1,14-10-2023 11:35
U46,P163,3,23-10-2023 22:09
U5,P119,1,21-10-2023 10:23
U43,P157,3,13-10-2023 14:29
U13,P88,3,26-10-2023 15:19
U30,P158,2,18-10-2023 19:20
U27,P109,5,10-10-2023 23:30
U20,P48,4,16-10-2023 16:48
U16,P133,3,27-10-2023 21:37
U17,P16,2,18-10-2023 20:38
U17,P187,4,22-10-2023 22:36
U9,P115,5,16-10-2023 15:05
U26,P98,5,16-10-2023 15:34
U6,P119,5,20-10-2023 20:04
U26,P93,5,21-10-2023 14:59
U46,P112,1,28-10-2023 14:38
U18,P165,4,08-10-2023 15:59
U37,P36,4,11-10-2023 13:36
U41,P192,3,12-10-2023 14:12
U41,P14,3,11-10-2023 18:43
U12,P22,4,09-10-2023 14:38
U8,P163,5,22-10-2023 20:12
U10,P155,1,20-10-2023 22:08
U31,P76,3,25-10-2023 21:18
U39,P99,3,22-10-2023 20:23
U33,P133,1,18-10-2023 18:20
U9,P19,2,26-10-2023 17:37
U39,P164,3,06-10-2023 11:46
U25,P178,2,29-10-2023 14:40
U38,P181,3,07-10-2023 19:50
U38,P128,2,27-10-2023 15:11
U23,P1,1,21-10-2023 22:31
U47,P30,3,08-10-2023 16:30
U29,P30,1,09-10-2023 19:29
U32,P107,5,11-10-2023 12:16
U32,P78,5,03-10-2023 14:07
U44,P116,3,27-10-2023 18:25
U32,P40,5,03-10-2023 13:51
U8,P137,4,09-10-2023 17:29
U4,P64,4,18-10-2023 19:52
U23,P115,1,17-10-2023 19:26
U16,P183,2,09-10-2023 10:27
U14,P61,2,16-10-2023 19:06
U3,P189,2,14-10-2023 16:20
U26,P87,5,05-10-2023 12:07
U16,P197,2,25-10-2023 22:03
U23,P69,5,28-10-2023 11:17
U3,P18,4,18-10-2023 18:17
U42,P2,3,26-10-2023 11:59
U4,P198,2,22-10-2023 16:13
U44,P81,5,29-10-2023 20:36
U43,P26,3,01-10-2023 11:21
U31,P59,1,24-10-2023 14:18
U26,P74,1,08-10-2023 13:14
U24,P110,2,20-10-2023 19:48
U28,P11,5,30-10-2023 18:22
U40,P141,5,08-10-2023 12:01
U45,P165,3,19-10-2023 15:48
U23,P72,2,06-10-2023 22:52
U41,P173,5,07-10-2023 18:39
U33,P174,5,31-10-2023 12:05
U17,P48,2,24-10-2023 19:17
U24,P141,5,16-10-2023 11:06
U8,P79,1,28-10-2023 16:14
U4,P64,4,15-10-2023 19:10
U6,P77,5,06-10-2023 13:17
U45,P77,5,01-10-2023 13:42
U18,P110,3,14-10-2023 19:55
U36,P133,1,28-10-2023 16:28
U26,P95,4,08-10-2023 11:54
U9,P38,5,14-10-2023 21:28
U13,P77,1,05-10-2023 21:56
U22,P185,5,28-10-2023 19:48
U22,P168,3,01-10-2023 18:48
U27,P31,3,07-10-2023 20:31
U8,P200,1,26-10-2023 18:21
U19,P135,5,01-10-2023 17:32
U15,P27,3,13-10-2023 23:28
U21,P15,4,07-10-2023 15:09
U17,P4,4,03-10-2023 19:53
U30,P145,5,22-10-2023 16:10
U40,P98,4,13-10-2023 13:13
U33,P88,2,12-10-2023 16:17
U4,P199,3,23-10-2023 14:57
U5,P17,5,13-10-2023 19:56
U34,P129,2,31-10-2023 10:43
U15,P84,1,19-10-2023 13:41
U37,P92,3,03-10-2023 17:45
U33,P158,4,01-10-2023 16:36
U46,P121,3,12-10-2023 16:01
U44,P86,1,14-10-2023 21:28
U17,P36,4,14-10-2023 11:27
U30,P102,5,12-10-2023 13:17
U8,P111,1,30-10-2023 14:30
U18,P91,2,06-10-2023 13:54
U49,P72,4,21-10-2023 18:38
U35,P38,1,26-10-2023 13:54
U20,P121,3,13-10-2023 15:03
U30,P116,4,08-10-2023 11:45
U47,P170,2,06-10-2023 11:39
U16,P48,2,18-10-2023 10:16
U19,P101,5,17-10-2023 14:28
U40,P83,2,10-10-2023 12:54
U41,P110,3,09-10-2023 23:58
U34,P74,2,08-10-2023 16:19
U42,P196,4,17-10-2023 11:14
U37,P114,4,03-10-2023 19:03
U35,P141,4,21-10-2023 22:50
U27,P23,4,31-10-2023 23:47
U33,P97,2,10-10-2023 18:30
U22,P139,5,29-10-2023 12:15
U19,P29,4,26-10-2023 13:38
U19,P147,4,03-10-2023 11:49
U10,P197,3,09-10-2023 23:50
U11,P197,1,18-10-2023 11:49
U48,P156,3,18-10-2023 22:23
U25,P93,3,06-10-2023 12:34
U12,P16,1,06-10-2023 13:50
U7,P178,2,11-10-2023 23:10
U4,P18,5,09-10-2023 18:52
U43,P95,1,17-10-2023 18:57
U6,P149,3,13-10-2023 12:10
U39,P193,2,16-10-2023 12:54
U42,P16,5,08-10-2023 23:38
U45,P127,2,12-10-2023 19:50
U2,P160,3,15-10-2023 13:29
U17,P63,1,23-10-2023 11:45
U39,P11,1,06-10-2023 20:38
U7,P69,5,02-10-2023 11:24
U19,P156,1,01-10-2023 14:29
U9,P94,4,26-10-2023 17:43
U42,P103,2,13-10-2023 18:34
U39,P94,2,13-10-2023 18:29
U41,P147,5,31-10-2023 18:22
U9,P85,5,20-10-2023 19:45
U22,P193,1,24-10-2023 16:48
U21,P160,1,17-10-2023 16:10
U34,P58,1,28-10-2023 17:08
U12,P8,3,02-10-2023 13:04
U23,P185,4,12-10-2023 23:19
U15,P150,1,20-10-2023 16:24
U38,P146,5,10-10-2023 15:01
U23,P113,5,16-10-2023 13:48
U27,P13,3,07-10-2023 16:49
U16,P95,4,25-10-2023 12:28
U41,P34,3,19-10-2023 22:48
U24,P11,1,05-10-2023 20:50
U42,P199,4,13-10-2023 13:09
U19,P162,5,29-10-2023 13:57
U48,P125,1,09-10-2023 17:25
U50,P58,1,23-10-2023 17:23
U24,P17,1,07-10-2023 17:08
U15,P102,3,31-10-2023 10:15
U20,P171,1,29-10-2023 20:59
U27,P56,5,10-10-2023 15:03
U49,P27,1,15-10-2023 16:56
U41,P57,2,28-10-2023 16:04
U41,P172,2,10-10-2023 15:52
U7,P3,2,18-10-2023 17:02
U13,P23,4,28-10-2023 23:30
U33,P35,5,12-10-2023 15:12
U44,P119,2,30-10-2023 18:10
U28,P31,3,04-10-2023 12:47
U6,P90,5,18-10-2023 14:03
U43,P162,2,17-10-2023 13:40
U43,P53,3,12-10-2023 10:28
U15,P141,2,11-10-2023 22:39
U39,P97,4,12-10-2023 19:20
U14,P160,3,12-10-2023 10:51
U46,P173,3,19-10-2023 11:56
U8,P69,2,25-10-2023 17:27
U22,P17,1,17-10-2023 10:42
U48,P30,1,18-10-2023 21:47
U12,P187,4,17-10-2023 11:09
U23,P31,5,27-10-2023 16:21
U18,P100,2,23-10-2023 17:46
U2,P199,2,21-10-2023 14:09
U3,P155,3,25-10-2023 13:05
U26,P48,4,13-10-2023 14:25
U12,P89,2,02-10-2023 10:19
U50,P128,4,31-10-2023 12:12
U19,P43,5,19-10-2023 13:26
U2,P147,3,27-10-2023 12:27
U47,P70,5,19-10-2023 14:58
U42,P129,3,01-10-2023 11:10
U33,P152,4,02-10-2023 14:46
U40,P24,5,26-10-2023 11:14
U7,P34,4,30-10-2023 12:59
U15,P80,4,16-10-2023 11:05
U42,P61,3,15-10-2023 22:57
U35,P150,3,20-10-2023 21:23
U7,P151,2,16-10-2023 14:36
U36,P107,4,18-10-2023 23:47
U23,P76,1,21-10-2023 20:20
U1,P142,1,05-10-2023 20:43
U4,P95,1,23-10-2023 19:33
U13,P30,3,09-10-2023 22:38
U42,P175,3,29-10-2023 13:14
U28,P3,2,01-10-2023 16:30
U37,P186,5,11-10-2023 18:19
U27,P90,4,24-10-2023 16:03
U6,P136,5,10-10-2023 22:55
U15,P193,2,04-10-2023 23:09
U16,P137,1,08-10-2023 23:50
U3,P9,1,29-10-2023 13:29
U21,P184,2,05-10-2023 11:44
U40,P128,4,17-10-2023 15:26
U23,P192,2,13-10-2023 16:36
U6,P87,1,10-10-2023 11:15
U46,P184,4,20-10-2023 17:59
U30,P172,2,03-10-2023 22:20
U1,P67,4,29-10-2023 10:27
U26,P54,1,27-10-2023 16:09
U13,P20,2,16-10-2023 10:21
U8,P131,1,04-10-2023 14:15
U22,P79,2,29-10-2023 17:59
U31,P155,3,19-10-2023 13:25
U13,P150,4,28-10-2023 13:18
U21,P147,5,20-10-2023 22:10
U34,P118,3,06-10-2023 19:20
U5,P39,2,13-10-2023 23:05
U49,P68,4,03-10-2023 11:50
U4,P139,3,01-10-2023 12:34
U27,P36,1,16-10-2023 11:59
U26,P110,2,26-10-2023 21:41
U50,P135,4,02-10-2023 10:30
U28,P167,5,02-10-2023 12:18
U20,P3,5,12-10-2023 20:43
U24,P20,1,27-10-2023 21:22
U32,P21,5,19-10-2023 11:02
U50,P90,3,29-10-2023 14:21
U13,P44,4,02-10-2023 19:05
U1,P57,2,20-10-2023 10:52
U40,P39,2,07-10-2023 22:10
U18,P5,1,13-10-2023 23:31
U37,P19,5,09-10-2023 19:18
U32,P188,3,27-10-2023 18:04
U39,P132,5,20-10-2023 14:08
U37,P168,3,15-10-2023 19:54
U17,P191,1,06-10-2023 20:49
U3,P128,1,17-10-2023 11:31
U28,P142,2,08-10-2023 21:18
U41,P24,2,13-10-2023 23:21
U9,P172,3,06-10-2023 21:30
U39,P26,2,15-10-2023 15:32
U24,P132,4,10-10-2023 20:45
U35,P180,5,13-10-2023 16:51
U32,P114,5,08-10-2023 22:54
U41,P194,5,22-10-2023 15:13
U4,P180,2,15-10-2023 12:45
U39,P140,5,02-10-2023 11:03
U23,P51,3,29-10-2023 11:09
U15,P94,5,15-10-2023 12:09
U3,P188,5,03-10-2023 14:49
U10,P128,1,23-10-2023 15:37
U3,P185,4,23-10-2023 17:27
U47,P56,1,04-10-2023 20:42
U26,P86,1,18-10-2023 21:37
U50,P181,5,30-10-2023 21:13
U28,P154,4,16-10-2023 20:02
U13,P65,2,06-10-2023 16:12
U38,P33,4,03-10-2023 10:02
U10,P15,3,28-10-2023 22:16
U18,P156,3,06-10-2023 23:31
U40,P77,2,22-10-2023 16:50
U44,P67,4,28-10-2023 15:28
U17,P13,2,27-10-2023 15:47
U7,P192,4,14-10-2023 20:20
U19,P53,3,25-10-2023 19:55
U45,P89,5,06-10-2023 10:55
U38,P99,5,06-10-2023 14:26
U45,P186,1,16-10-2023 15:09
U20,P123,2,29-10-2023 12:15
U49,P36,4,20-10-2023 17:17
U25,P99,1,07-10-2023 21:11
U25,P29,1,02-10-2023 22:00
U47,P154,1,12-10-2023 21:21
U26,P44,1,20-10-2023 15:21
U41,P129,2,04-10-2023 17:49
U37,P183,4,17-10-2023 13:13
U4,P144,3,11-10-2023 20:42
U31,P21,1,24-10-2023 21:32
U42,P15,1,17-10-2023 16:56
U28,P115,5,19-10-2023 19:59
U17,P51,2,07-10-2023 16:49
U5,P90,5,26-10-2023 10:29
U34,P180,5,19-10-2023 18:18
U16,P30,5,25-10-2023 17:02
U31,P129,5,11-10-2023 10:26
U22,P187,2,21-10-2023 22:04
U35,P133,4,27-10-2023 16:59
U18,P54,1,30-10-2023 19:36
U3,P141,5,30-10-2023 15:53
U44,P181,1,08-10-2023 17:16
U18,P115,2,29-10-2023 20:54
U50,P104,4,27-10-2023 13:42
U14,P188,5,19-10-2023 14:25
U50,P99,2,01-10-2023 18:14
U48,P88,1,08-10-2023 23:28
U4,P169,1,13-10-2023 10:27
U32,P157,3,31-10-2023 11:51
U19,P158,1,09-10-2023 18:52
U41,P109,5,18-10-2023 16:01
U34,P1,4,28-10-2023 21:50
U48,P191,5,21-10-2023 22:19
U8,P164,5,20-10-2023 20:03
U31,P97,3,19-10-2023 13:34
U40,P114,3,18-10-2023 14:49
U2,P188,1,28-10-2023 13:59
U4,P72,3,18-10-2023 21:21
U39,P137,3,18-10-2023 20:12
U19,P81,4,22-10-2023 16:05
U20,P127,5,21-10-2023 13:30
U29,P192,2,04-10-2023 12:59
U31,P19,4,24-10-2023 14:10
U34,P107,2,10-10-2023 20:16
U48,P193,2,06-10-2023 16:13
U19,P17,2,06-10-2023 15:06
U39,P92,1,30-10-2023 14:19
U29,P154,3,23-10-2023 18:40
U27,P130,5,03-10-2023 12:55
U20,P36,4,28-10-2023 10:15
U33,P8,4,25-10-2023 22:50
U13,P77,2,31-10-2023 14:11
U6,P39,1,25-10-2023 17:21
U37,P140,5,17-10-2023 22:53
U25,P180,1,18-10-2023 17:32
U20,P127,1,16-10-2023 20:39
U29,P72,2,26-10-2023 11:22
U14,P17,5,03-10-2023 15:11
U14,P127,1,26-10-2023 13:34
U23,P148,1,24-10-2023 10:58
U50,P28,2,20-10-2023 22:50
U15,P39,3,03-10-2023 11:10
U46,P144,3,11-10-2023 12:33
U25,P119,5,23-10-2023 18:12
U7,P98,4,30-10-2023 22:40
U43,P13,2,01-10-2023 15:54
U23,P109,3,26-10-2023 22:27
U45,P62,1,26-10-2023 18:49
U23,P107,3,13-10-2023 13:10
U5,P167,5,20-10-2023 20:30
U35,P90,2,19-10-2023 21:44
U43,P200,2,24-10-2023 13:53
U16,P8,5,30-10-2023 22:31
U18,P12,5,25-10-2023 17:24
U4,P158,3,21-10-2023 15:12
U28,P9,4,02-10-2023 10:28
U45,P24,1,01-10-2023 19:22
U43,P162,2,22-10-2023 15:41
U36,P134,1,14-10-2023 21:53
U47,P92,2,11-10-2023 23:29
U32,P136,5,05-10-2023 23:06
U40,P175,4,17-10-2023 18:49
U26,P30,1,19-10-2023 12:30
U7,P116,5,18-10-2023 18:46
U11,P185,4,11-10-2023 11:39
U7,P8,2,02-10-2023 22:53
U40,P29,5,11-10-2023 13:19
U2,P131,1,27-10-2023 16:18
U28,P95,1,28-10-2023 11:03
U19,P184,4,22-10-2023 12:44
U41,P10,3,27-10-2023 16:09
U28,P141,2,11-10-2023 23:26
U31,P27,5,17-10-2023 15:04
U5,P35,1,10-10-2023 21:19
U16,P10,3,01-10-2023 10:18
U50,P62,1,06-10-2023 21:05
U36,P159,3,05-10-2023 18:38
U27,P92,3,28-10-2023 11:23
U39,P35,1,04-10-2023 14:49
U42,P119,2,11-10-2023 11:11
U4,P164,1,07-10-2023 19:51
U49,P22,4,08-10-2023 10:17
U33,P100,4,27-10-2023 22:35
U23,P160,3,18-10-2023 23:05
U35,P45,2,23-10-2023 18:59
U18,P161,3,28-10-2023 21:34
U44,P86,3,30-10-2023 18:42
U40,P163,3,04-10-2023 16:48
U32,P197,3,02-10-2023 14:58
U10,P136,3,14-10-2023 11:42
U49,P65,4,09-10-2023 21:03
U22,P196,4,03-10-2023 11:37
U46,P116,5,04-10-2023 17:02
U3,P28,2,26-10-2023 15:25
U7,P168,1,04-10-2023 14:10
U8,P159,1,31-10-2023 18:57
U9,P153,2,08-10-2023 11:21
U17,P119,1,06-10-2023 20:58
U36,P68,1,23-10-2023 23:06
U18,P25,2,26-10-2023 10:30
U48,P29,4,24-10-2023 21:08
U45,P84,4,24-10-2023 23:55
U43,P140,2,17-10-2023 13:26
U13,P111,1,22-10-2023 18:56
U32,P88,4,19-10-2023 22:46
U28,P186,5,27-10-2023 13:31
U7,P9,2,08-10-2023 10:27
U16,P20,2,20-10-2023 20:24
U27,P170,4,27-10-2023 18:18
U26,P123,2,05-10-2023 16:37
U9,P156,2,30-10-2023 19:18
U48,P4,3,08-10-2023 19:54
U8,P98,4,04-10-2023 21:26
U33,P2,1,21-10-2023 19:31
U37,P36,3,04-10-2023 16:37
U31,P18,4,24-10-2023 14:44
U43,P131,3,19-10-2023 12:52
U29,P178,2,19-10-2023 11:42
U42,P84,5,05-10-2023 21:02
U2,P162,2,08-10-2023 21:02
U3,P155,2,03-10-2023 20:25
U33,P139,1,31-10-2023 13:17
U29,P42,1,19-10-2023 10:41
U33,P128,5,23-10-2023 11:53
U39,P105,1,01-10-2023 16:06
U21,P83,1,07-10-2023 17:09
U32,P188,3,24-10-2023 20:50
U25,P123,2,28-10-2023 15:20
U32,P8,1,13-10-2023 20:33
U15,P37,2,09-10-2023 17:42
U48,P100,1,28-10-2023 20:09
U25,P191,4,13-10-2023 15:12
U41,P126,5,22-10-2023 23:42
U35,P157,3,16-10-2023 17:17
U15,P70,5,02-10-2023 14:00
U4,P1,3,15-10-2023 12:03
U3,P48,3,29-10-2023 23:03
U22,P24,2,15-10-2023 18:18
U25,P107,1,14-10-2023 11:56
U11,P20,5,05-10-2023 14:17
U31,P73,3,14-10-2023 22:00
U16,P153,5,26-10-2023 22:33
U36,P108,5,19-10-2023 17:22
U37,P44,3,21-10-2023 13:28
U44,P155,1,23-10-2023 23:17
U49,P132,1,16-10-2023 16:17
U7,P56,1,16-10-2023 13:28
U19,P39,2,05-10-2023 10:49
U29,P160,4,21-10-2023 17:24
U16,P138,3,31-10-2023 18:32
U24,P194,4,30-10-2023 12:07
U14,P95,5,24-10-2023 15:33
U13,P36,2,23-10-2023 11:17
U5,P135,3,22-10-2023 18:51
U15,P9,2,24-10-2023 16:01
U20,P129,1,19-10-2023 11:15
U31,P58,2,10-10-2023 14:51
U13,P87,4,25-10-2023 20:59
U44,P67,5,28-10-2023 19:36
U8,P162,4,30-10-2023 18:58
U17,P152,5,21-10-2023 17:33
U29,P9,5,05-10-2023 10:20
U16,P149,3,23-10-2023 22:35
U39,P185,1,19-10-2023 15:00
U25,P36,4,07-10-2023 12:06
U26,P158,4,10-10-2023 21:48
U25,P98,1,09-10-2023 21:51
U16,P24,5,19-10-2023 13:40
U2,P180,5,22-10-2023 23:38
U48,P145,4,19-10-2023 15:06
U26,P119,1,16-10-2023 19:12
U49,P66,3,08-10-2023 15:02
U11,P40,2,11-10-2023 15:30
U18,P136,4,08-10-2023 18:21
U3,P66,5,08-10-2023 16:35
U25,P156,2,23-10-2023 11:06
U45,P66,4,29-10-2023 12:14
U33,P20,1,28-10-2023 10:13
U24,P148,5,14-10-2023 18:47
U27,P174,4,04-10-2023 20:35
U43,P76,5,23-10-2023 12:14
U22,P45,5,07-10-2023 13:23
U45,P95,4,02-10-2023 14:00
U37,P97,5,19-10-2023 16:07
U39,P179,3,21-10-2023 19:56
U19,P29,5,29-10-2023 13:05
U21,P186,3,30-10-2023 13:39
U29,P91,2,03-10-2023 22:16
U10,P78,4,20-10-2023 18:47
U28,P28,5,31-10-2023 22:15
U4,P144,2,16-10-2023 21:17
U26,P127,3,06-10-2023 20:48
U39,P196,5,24-10-2023 10:59
U14,P41,2,16-10-2023 23:13
U50,P26,1,14-10-2023 15:06
U35,P139,3,17-10-2023 19:14
U6,P12,2,19-10-2023 14:00
U49,P28,4,23-10-2023 15:59
U20,P171,3,25-10-2023 17:35
U40,P92,3,06-10-2023 10:47
U17,P35,5,21-10-2023 19:01
U47,P69,4,09-10-2023 13:11
U38,P178,2,06-10-2023 13:47
U10,P121,5,24-10-2023 12:12
U26,P158,3,07-10-2023 13:08
U26,P128,4,15-10-2023 10:42
U3,P123,3,08-10-2023 19:08
U7,P34,1,04-10-2023 21:58
U17,P195,5,07-10-2023 15:40
U24,P172,4,29-10-2023 22:19
U23,P18,4,22-10-2023 16:09
U31,P172,2,03-10-2023 23:57
U26,P98,2,16-10-2023 16:00
U17,P200,4,12-10-2023 10:34
U31,P119,1,22-10-2023 23:57
U9,P168,1,04-10-2023 11:48
U50,P56,2,07-10-2023 11:09
U37,P147,3,04-10-2023 16:14
U15,P148,1,27-10-2023 12:17
U17,P50,2,17-10-2023 21:35
U42,P66,3,22-10-2023 18:57
U27,P116,4,19-10-2023 19:21
U36,P179,1,15-10-2023 12:53
U15,P119,2,18-10-2023 20:36
U41,P30,2,31-10-2023 17:27
U19,P115,2,20-10-2023 23:50
U34,P2,5,09-10-2023 15:16
U49,P197,4,07-10-2023 21:51
U30,P9,4,27-10-2023 10:12
U40,P95,1,10-10-2023 16:49
U37,P154,1,15-10-2023 11:55
U35,P7,2,04-10-2023 22:44
U2,P107,5,29-10-2023 10:14
U24,P96,1,23-10-2023 18:54
U49,P160,3,18-10-2023 17:25
U40,P165,1,21-10-2023 19:45
U39,P91,2,27-10-2023 12:03
U29,P49,3,06-10-2023 18:56
U37,P112,2,26-10-2023 12:15
U30,P3,5,02-10-2023 18:54
U9,P147,4,18-10-2023 11:15
U32,P190,3,18-10-2023 11:21
U31,P27,5,18-10-2023 11:16
U43,P60,1,11-10-2023 18:08
U8,P130,2,06-10-2023 10:27
U35,P19,2,28-10-2023 23:13
